Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Assets,Debt,Amount,Price,Income
22,2,24,46,2,1,1,60,10500,0,900,1635,94.42824468903606
2,3,48,34,2,1,1,90,6000,0,1280,1879,89.72332758234229
6,2,36,42,2,1,1,105,48000,0,1635,1635,91.24881571175355
0,2,36,21,1,2,2,35,2000,0,700,900,91.07959898529813
15,6,48,60,2,1,1,60,0,0,450,1188,93.13229627229714
14,1,60,46,2,1,3,67,0,0,1500,2250,92.94602926431267
6,6,24,23,1,2,1,35,0,0,250,250,90.81145566083191
5,1,48,29,2,1,1,78,4000,0,700,960,89.28323129625913
2,5,48,28,4,1,3,35,0,0,1000,1100,92.56435678702374
14,1,48,43,2,1,1,54,2000,0,500,800,95.16282490471407
26,2,48,42,2,1,1,60,6500,0,1180,1442,89.6006174039964
0,5,36,32,1,1,1,35,3000,0,1000,1345,92.57009090128987
29,2,12,53,2,1,1,45,27000,0,500,1230,92.69359279812683
4,1,48,28,1,1,1,45,0,0,750,954,89.11398603577928
4,2,24,55,2,1,3,90,4500,0,800,1230,90.430382106612
8,2,60,40,2,2,1,75,4000,1700,2050,2050,87.71796817025911
1,6,60,20,1,1,1,35,0,0,850,1618,91.03041574970972
20,2,60,44,2,2,3,75,3000,0,1500,1912,91.4755609780464
5,2,60,39,2,2,3,90,6000,0,1250,1600,93.48761272057081
15,2,36,55,2,1,3,75,14000,600,600,850,91.88516738183205
7,2,60,33,2,1,3,75,4000,0,1400,2035,91.46305087252125
10,2,60,41,2,1,1,75,2500,0,1150,1250,92.53677425137859
21,6,60,45,3,1,1,45,0,0,650,1584,94.79273167387139
2,1,18,38,2,1,2,90,0,0,300,400,93.92012409311734
0,2,36,41,2,1,1,75,5500,0,1000,1670,90.63933328331115
12,1,60,36,2,1,1,56,0,0,1200,1823,91.54322686463787
11,2,48,34,2,2,1,90,4500,0,1650,2165,93.77944509856644
2,2,60,53,2,1,4,60,5000,0,850,884,90.72241165048547
22,2,12,45,2,1,1,60,3000,0,400,1531,92.95700308646236
7,2,48,37,2,1,1,75,6000,0,1250,1650,92.26436296000178
2,2,60,29,2,2,1,60,4000,0,1000,1248,89.63326402067798
7,2,36,33,2,1,1,45,4000,0,500,1288,90.37554474510927
14,1,36,43,2,2,1,96,0,0,600,750,94.1191376730151
7,2,18,40,2,2,1,75,4000,400,400,1717,93.23034202904034
8,3,48,22,2,1,1,45,2500,1200,880,882,94.17053208384594
21,1,36,42,4,2,1,53,0,0,850,950,93.94448548178711
1,1,48,41,2,1,2,89,0,0,1070,1378,92.66526339657275
1,2,12,28,2,1,2,45,18000,2500,400,2575,95.73985373381352
14,2,60,35,2,1,1,75,5000,0,1350,1442,93.85829152362959
2,6,36,26,2,1,1,35,4000,0,700,1300,88.65989944246127
3,5,60,25,1,1,1,35,0,0,1000,1252,92.59411759246495
14,2,60,54,2,1,1,60,5000,0,800,1517,95.09450787950621
3,3,36,26,2,1,3,60,5000,90,900,1501,91.94931402489202
10,1,48,26,1,1,1,52,2000,0,1000,1242,90.12854804771968
2,5,60,34,1,2,2,35,0,0,1250,1293,91.1783799724763
3,1,48,32,2,1,1,57,0,0,1200,1952,94.27503489677899
10,1,36,40,2,1,1,115,0,0,375,375,93.99652821783593
1,2,42,35,2,1,1,75,6000,0,1000,1900,92.29940880884043
22,1,60,47,2,1,1,56,0,0,1000,1163,88.09270363707004
11,2,60,26,2,1,1,45,4000,1800,1000,1206,94.8660459805709
0,5,48,31,1,1,2,35,2500,0,1000,1560,90.51485186903692
17,2,36,43,2,1,1,60,9000,0,1000,1204,88.70082812682777
12,2,36,45,2,1,1,90,30000,0,750,1374,93.23657206167796
10,1,48,33,2,1,1,100,0,0,950,1541,88.1180482424427
10,1,36,31,2,1,1,61,5000,0,1000,1440,91.93937307169104
1,6,48,28,2,2,1,60,0,0,1300,1608,92.50727284041905
4,1,60,25,1,1,1,50,0,0,1500,2600,89.75610862098856
1,5,30,22,1,1,1,35,4000,0,600,850,89.7196245150123
11,2,60,33,3,1,1,45,8000,0,850,1105,88.91976331774542
5,6,60,31,2,1,1,75,2000,0,1100,1388,92.3270559107215
7,5,60,24,1,1,1,35,0,0,1618,1618,92.75416069255601
0,2,18,39,2,1,1,75,3500,0,350,1236,92.39624869073263
17,2,36,42,2,1,1,45,4000,0,700,1631,90.58239226616632
1,2,60,49,2,1,2,60,4000,0,1870,2622,89.37184918338357
20,2,60,49,2,1,1,60,4000,0,1100,1738,94.44513263644122
22,3,60,36,2,1,1,75,3500,0,1300,1579,94.11029945190808
4,5,36,22,1,1,1,35,1000,0,400,525,97.24774668461433
0,2,36,65,2,1,4,45,5000,0,400,935,90.01080418488365
7,2,24,39,2,1,1,75,10000,0,400,1100,91.15058389730896
24,2,24,47,2,1,1,75,4000,0,435,935,95.20329109483143
18,5,60,32,2,1,1,75,5000,0,1400,1640,92.24783356829057
0,5,60,25,2,1,4,45,2000,0,900,1436,92.88755005917531
20,2,60,41,2,1,1,75,8000,50,900,1700,93.82464759388475
3,5,60,41,1,2,1,35,0,0,949,949,89.33005108566459
0,2,60,23,2,1,1,45,4000,1000,1200,1476,89.67088779052392
2,2,60,29,2,1,1,60,2000,0,1020,1648,92.12777831039574
0,2,60,39,2,2,3,45,6000,0,1100,1131,91.64257017668118
7,2,48,42,2,1,1,60,8000,720,1000,1350,94.38798113965066
3,2,24,27,2,1,1,45,14000,0,500,2070,88.91842320293752
10,2,48,34,2,1,3,75,19000,0,750,1590,93.53255533211443
3,5,24,29,1,1,1,35,0,0,300,525,96.76714786875067
30,2,48,60,2,1,3,60,16000,0,1200,1636,96.01708047658168
3,2,18,24,2,1,2,45,3500,0,600,925,92.05486006544615
10,1,48,28,2,1,1,56,0,0,1100,1684,92.33089521555203
1,1,24,24,2,1,2,50,0,0,350,400,95.24943335438503
4,5,60,23,1,1,1,35,10000,0,1000,1559,91.72945909269446
7,2,12,51,2,1,3,75,5000,0,250,375,93.8824266897991
6,5,36,29,2,1,1,105,14000,0,650,679,94.3205611793139
14,2,60,41,2,1,1,75,4000,1100,1500,2730,91.64350099020028
1,5,60,24,1,1,1,35,0,0,800,994,91.46610446637759
25,2,48,51,2,1,1,75,3000,0,700,1172,93.89411629231986
8,2,36,31,4,1,1,35,3000,0,1000,1364,91.00874395561716
5,2,60,26,1,2,3,35,5500,3800,950,977,92.37762101329976
8,2,54,31,2,1,1,75,14000,7000,850,1050,90.72893592617935
20,2,60,54,2,1,1,60,15000,0,900,1430,94.18705427950015
2,1,36,23,1,1,1,43,0,0,900,1000,89.5136136833877
18,3,36,45,2,1,1,45,20000,0,800,1600,93.08745122548449
10,2,36,39,2,1,1,90,3000,0,500,1472,94.04643097617948
2,5,36,39,2,2,1,60,0,0,2000,2300,92.81895573756037
20,5,48,37,1,1,1,35,0,0,1200,2472,92.69817595642914
7,3,60,24,1,1,1,35,4000,2400,1400,1480,93.07612882461285
3,2,60,39,2,1,3,75,90000,0,4000,6700,90.27118374527869
22,2,36,45,2,1,1,75,10000,0,500,1026,95.95192341266367
10,1,60,38,2,2,1,110,0,0,1500,1531,95.48793230326453
20,1,24,40,2,1,1,77,0,0,500,1532,89.52771321017892
20,2,36,36,2,2,1,75,3500,0,1500,2000,93.8501846814321
2,5,24,26,1,1,1,35,0,0,590,894,90.5656215043173
7,2,60,34,4,1,1,35,8000,0,850,1213,91.8135273427996
5,2,60,39,2,1,3,75,4000,0,1200,1463,94.77475810905571
13,1,60,50,1,1,1,42,0,0,800,865,88.83388366228945
17,6,60,46,2,1,1,75,0,0,2000,2086,90.89060382834471
0,2,12,22,2,1,4,75,50000,8000,900,2327,94.35822998809569
6,1,36,31,4,1,1,49,0,0,550,999,93.79446989136234
4,2,24,32,2,1,2,45,5500,0,500,1839,94.19240312068104
20,3,48,40,2,1,1,75,7000,0,500,980,88.62884828863056
38,1,12,66,2,1,1,79,0,0,700,1568,90.08336944518798
26,1,60,50,2,1,1,85,0,0,1000,1297,89.26781400718609
3,2,12,30,2,1,1,60,4500,2000,200,1338,94.46134191336074
5,5,48,24,1,1,2,35,2000,0,1000,1492,91.55935500033115
12,2,60,28,2,2,1,75,3500,1394,900,1082,94.11271963421038
1,5,24,23,1,1,2,35,0,0,500,640,92.70502504502001
4,2,60,41,2,1,1,45,6500,0,1100,1670,92.98255699508202
13,3,60,38,2,1,1,90,1500,30,1400,1410,91.80242948273334
1,5,36,21,2,1,1,45,2000,0,1200,1350,91.24803251630917
5,5,60,21,1,1,1,45,0,0,1400,2067,89.58793927923207
10,1,36,46,2,1,1,114,0,0,500,1531,93.05382776490944
1,5,60,36,2,1,2,60,0,0,1400,1612,93.75752585523645
3,1,36,20,1,1,2,58,0,0,1500,2050,91.03254191182806
5,1,60,40,2,2,3,54,0,0,1200,1457,90.8907656513922
2,3,36,32,2,1,1,75,2500,0,1300,1813,96.82987874042308
19,1,60,37,4,2,1,41,0,0,2700,2957,94.08744584284243
1,2,60,52,2,1,1,60,3000,0,1550,1850,91.83450607534071
5,3,24,32,4,1,3,35,8000,0,600,1350,92.94524855858447
7,1,60,30,2,1,1,42,0,0,950,1169,91.91485024588982
25,1,60,48,2,1,1,103,3500,0,1450,1575,92.75174616476814
11,2,36,32,2,1,1,60,12000,2400,965,1265,93.56664635362328
27,2,60,58,2,1,3,60,15000,0,1450,1657,90.19877036322745
19,2,60,56,2,1,1,45,7000,0,1400,1714,90.91251528787394
2,1,48,48,2,2,4,109,0,0,1140,1143,94.87568076340762
5,1,24,41,4,1,1,44,0,0,550,1319,92.05536793870893
10,5,24,40,2,1,2,60,2000,0,480,620,93.82574009166372
1,5,48,21,1,1,2,35,0,0,1350,1601,92.52083874882688
6,5,48,24,1,1,1,35,6500,1172,1000,1200,92.30433940640255
22,2,18,57,2,2,1,45,6000,0,500,1727,91.87190732391242
6,5,36,31,1,2,3,35,0,0,1200,1730,90.62985467703182
2,2,12,32,2,1,3,45,5000,500,350,625,93.49633191634855
1,5,60,30,2,1,3,60,0,0,1600,1647,89.11413947290602
18,2,36,42,2,1,1,75,2000,150,900,1633,94.28975167092683
2,5,24,23,1,1,2,35,2500,0,230,670,92.16707653292417
17,1,48,36,2,1,1,61,0,0,1000,1641,92.11083424005156
9,2,60,53,2,1,3,60,8000,3000,1450,1970,92.45172141033974
11,1,60,29,2,1,1,74,0,0,1000,1097,89.81195757922177
2,5,60,23,1,1,1,35,0,0,820,1097,89.87576328376987
32,5,42,53,2,1,3,60,0,0,200,829,95.8453590820206
8,5,60,28,1,2,1,35,0,0,1300,1550,90.77226118929497
24,6,60,40,2,1,1,45,0,0,1250,1461,91.59347550225836
1,5,30,23,1,1,3,35,0,0,800,1452,92.67689369401283
15,1,48,55,3,1,1,62,0,0,1100,1467,90.48001266111194
24,2,48,48,2,1,1,75,3000,0,400,975,96.57101931813114
5,1,36,48,2,1,3,97,0,0,1300,1736,94.81465853722632
1,6,36,44,2,2,1,60,2500,0,2000,2500,92.81782149726544
4,1,60,46,2,1,3,70,0,0,2400,2500,91.82652884267084
0,5,36,23,1,1,1,35,0,0,900,1210,91.00648452586654
2,6,48,29,1,1,1,35,0,0,650,824,93.21357597446448
25,2,60,63,2,2,3,60,47500,3360,1000,1162,89.98275587676933
17,1,24,40,2,2,1,58,0,0,700,982,93.05852007144745
14,5,48,37,2,2,1,60,0,0,1000,1189,92.88296981576823
15,2,36,49,2,1,1,75,8000,0,1050,1055,91.51617883834328
16,1,60,40,2,1,3,82,0,0,2000,2250,92.74408784429106
16,2,36,40,2,2,1,90,6000,0,900,1150,91.98656441023627
1,5,36,23,1,1,1,35,5000,0,775,925,91.35015216084928
15,2,36,42,1,1,1,35,5000,3000,1000,1243,90.5401390601382
5,1,48,28,2,2,1,60,3000,0,825,1661,94.80282665132043
0,2,48,39,2,1,3,60,3000,0,850,1053,92.02660152282081
1,2,36,36,2,1,3,75,8000,0,3875,5175,87.19370180624023
13,5,48,28,2,1,1,90,0,0,1200,1590,93.13049956638142
10,1,36,38,2,1,1,66,0,0,500,1171,90.24267650674646
2,2,60,33,2,1,1,35,8000,2000,1000,1844,92.78189682958015
2,5,60,30,4,1,3,35,0,0,1500,1671,92.28136828325228
0,2,36,36,2,1,4,45,5000,3000,1000,1620,94.67673521141666
13,2,60,28,2,1,1,45,3500,144,1350,1496,92.84700021544356
0,3,48,56,2,1,4,35,4500,50,700,940,91.80960263893749
8,1,48,39,2,1,3,66,0,0,700,1580,93.00640582364929
4,2,36,54,2,1,3,35,25000,0,1400,1490,94.81818051566279
15,5,60,35,1,1,1,45,6000,2200,1350,1609,94.38427926204895
1,2,48,29,2,1,1,45,4000,0,1000,1777,88.71303037724554
20,1,60,47,2,1,1,85,8000,0,1250,1250,89.27290463914667
2,2,60,35,2,1,4,60,2500,0,1250,1412,97.97575524149012
0,1,60,35,1,1,1,51,0,0,1000,1353,90.61201528462549
15,6,36,30,2,1,1,45,0,0,250,1341,92.13922883142799
24,2,48,39,2,1,1,75,6000,200,1000,1409,92.93172210587831
15,2,48,57,2,1,3,35,65000,0,1300,1852,92.63931869551163
17,1,30,45,2,1,1,55,0,0,550,575,91.4478882653414
1,1,24,24,1,1,2,42,0,0,750,1192,90.15179896296995
2,5,60,23,1,2,2,35,0,0,1100,1139,90.65350642257961
0,5,60,24,1,1,1,35,1500,0,900,1092,90.75466765299112
0,5,18,20,2,1,1,35,0,0,600,750,93.3659548827412
14,1,36,49,2,1,1,70,0,0,500,1017,95.18106285542387
2,5,60,24,1,1,1,35,0,0,1600,1601,93.95689841214818
7,1,60,40,2,2,3,76,3000,0,800,1032,95.62834862944783
6,2,60,31,2,1,1,45,4000,1600,600,1661,92.54154571033237
0,6,48,39,2,1,1,60,0,0,1450,1594,92.4357804351187
2,3,60,22,2,1,2,35,2800,0,1300,1422,91.7466316239004
0,2,36,30,4,1,3,60,7000,0,300,365,89.26858312210463
0,5,60,21,1,1,2,45,10000,0,1033,1175,93.41201515357437
0,5,24,22,1,1,2,35,0,0,650,1356,90.31682619752372
0,1,18,28,2,2,1,68,0,0,200,300,90.91075967907642
8,2,24,32,2,1,1,60,4000,0,350,865,93.28411140398389
2,5,24,23,1,1,3,35,20000,0,600,2143,89.82559689584244
0,5,24,36,2,1,4,90,0,0,625,725,91.26715868111161
2,1,60,20,1,1,1,46,0,0,1200,1300,90.65316454597756
4,2,60,25,2,1,1,45,4500,1379,725,1460,91.51140156371446
5,5,30,24,2,1,1,35,0,0,700,1804,90.93822032447126
8,2,36,35,2,2,1,45,6000,0,1700,2450,91.48380261763342
10,5,48,58,2,1,4,35,2500,0,1200,1505,89.06728505498332
5,2,60,32,2,1,1,45,13000,0,1500,1850,91.86999229825287
15,2,36,56,2,2,3,35,16000,0,800,1300,91.24172289977076
2,1,60,53,3,1,1,46,0,0,1050,1348,93.15686699575932
2,5,60,26,1,1,1,35,10000,0,1400,1490,91.26962453428948
20,2,60,40,2,1,1,45,8000,0,900,950,95.5179678525755
1,2,36,48,2,1,4,45,32000,0,1500,2700,91.18138693271518
10,5,60,28,1,1,1,35,3500,0,1300,1743,93.47102155407687
0,2,60,34,2,1,1,60,4000,0,1100,1628,93.62853792938797
11,2,60,28,2,1,1,35,1500,0,1090,1491,94.14254815877014
2,1,24,30,2,1,2,53,0,0,500,975,89.95463809587437
0,3,60,43,2,1,2,90,4000,0,600,790,94.88617502860504
3,2,60,41,2,1,1,75,16000,500,1000,3300,91.20380676743022
28,2,48,54,2,1,3,75,15000,0,900,1300,92.41986937967827
23,6,54,38,4,1,1,60,0,0,740,989,89.7436631792505
4,1,60,30,2,1,1,60,5500,2000,1700,1719,93.50221564185658
11,2,48,41,2,2,3,45,4000,1300,1000,1350,93.76144851569597
12,2,60,45,2,1,3,35,4000,0,1000,1100,93.53225692950726
6,2,6,29,2,1,1,45,5000,0,200,2179,91.90149055173859
0,2,6,33,1,2,2,45,4500,0,675,1146,93.9805691473453
1,5,48,25,1,1,3,35,6000,0,1100,1650,92.35412252173869
8,6,60,41,2,1,3,45,0,0,1800,2101,91.97952389651795
12,2,48,35,2,1,1,60,4500,0,900,1097,96.36672983890077
17,5,36,33,4,2,1,35,0,0,475,475,91.92957248650421
17,1,60,44,2,1,1,51,0,0,1100,1668,89.24771527459991
1,2,48,42,2,1,1,75,8000,0,600,1680,94.37483460102588
19,1,60,42,1,1,1,43,0,0,730,1070,94.90586197457989
0,1,24,42,2,2,1,103,0,0,1897,2517,89.73101863623772
10,2,54,41,2,1,1,45,4500,0,1700,1957,91.38950914842482
16,6,42,49,2,2,1,45,0,0,700,950,92.71783160135064
0,1,36,42,1,2,2,48,0,0,525,525,90.65711782371032
5,2,60,49,2,1,1,35,5000,0,1500,1740,93.55937931470709
10,2,30,32,2,1,3,60,3000,0,600,1200,96.76883552851335
7,5,36,24,1,1,1,35,0,0,300,2612,91.42107197857626
3,6,48,28,2,1,1,35,1500,0,1500,1689,96.71107494504507
0,2,36,42,2,1,3,60,3000,250,1100,1288,96.01424761462118
10,1,60,42,2,1,1,76,5000,0,1000,1000,94.62918707947333
32,2,36,49,2,1,1,75,4000,0,400,700,94.7522493513386
14,2,48,29,2,1,1,75,4000,0,980,2981,92.50637850077447
20,1,60,38,2,1,1,74,0,0,1500,1600,90.48219256566426
26,2,60,41,2,1,1,45,0,0,1100,1472,92.6314154836892
10,3,60,46,2,1,1,75,5500,1700,1250,1525,90.82738127509191
6,2,60,33,2,1,2,60,6000,0,1150,1715,90.9682298406437
2,2,60,23,1,1,1,35,3000,0,2000,4904,90.78342005692947
24,2,48,39,2,1,1,75,3000,0,1150,1379,92.7926852930706
2,3,48,27,2,1,4,75,2500,2200,1200,1530,91.79728165985456
1,5,48,23,1,1,1,35,0,0,650,650,90.71371173345808
2,5,36,22,1,1,2,35,25000,0,1400,1850,92.40632822558443
16,1,60,35,1,1,1,49,0,0,1300,1310,93.72623202710125
5,2,48,46,2,1,1,90,2000,0,1100,1487,91.73348930724825
1,1,60,40,2,1,1,57,0,0,1500,1737,97.21350068068844
7,2,36,41,2,1,1,75,4500,0,2000,2104,92.3668618315942
23,1,48,57,1,2,1,49,0,0,1300,1450,94.90780853870534
2,5,60,35,1,1,4,35,0,0,1100,1324,94.0415145629685
10,2,6,46,2,1,3,45,10000,0,1100,2235,91.84986130464502
5,1,60,42,2,2,3,113,0,0,1530,1530,95.44675444287716
0,2,48,25,1,1,1,35,2800,0,1170,1372,96.09006184950677
0,5,24,20,1,1,2,35,0,0,550,550,91.4496501950329
2,1,48,24,1,1,1,44,0,0,1200,1450,89.53232313473343
10,6,60,57,2,1,1,60,9000,0,1400,1423,92.636806170464
4,6,60,37,2,2,3,60,0,0,1420,1450,94.33913540833578
2,2,60,31,2,1,1,45,4000,800,700,1250,91.73215969526659
43,6,24,60,2,1,1,60,0,0,319,1669,91.42204744737325
8,5,48,34,1,1,1,35,0,0,1000,1383,92.59725700921506
9,2,48,26,2,1,1,35,5000,0,500,1997,94.1558318827359
8,3,48,25,1,1,1,45,1500,0,1100,1200,93.92295472801729
30,6,48,50,2,1,1,45,0,0,600,900,90.57329786173757
2,2,48,41,2,1,1,60,4000,0,2000,2465,92.5362927822111
5,5,24,32,2,1,1,35,0,0,450,530,88.03165496273903
2,1,60,62,2,2,4,41,8000,0,1200,1500,91.90087041962727
1,2,48,27,1,2,1,45,5000,0,1500,1788,97.30914707670868
10,2,48,54,2,1,3,35,5000,0,1050,1054,89.25660250080587
22,6,24,36,2,1,1,45,0,0,700,1428,92.97118087170523
7,2,60,55,2,1,1,45,5000,0,800,982,96.24507960355913
1,5,60,19,1,1,1,45,9500,2800,1300,1540,94.77853459255351
7,2,60,31,2,1,1,60,3500,991,1050,1158,92.42687421319589
7,6,48,55,2,1,1,75,6000,0,1200,1700,92.45111294159668
21,2,36,37,2,1,1,75,7000,3500,1100,1876,92.05589428364019
8,2,24,51,2,1,1,45,8000,0,250,400,89.64229576313137
25,2,60,51,2,1,1,60,7000,0,1300,1400,91.62662241605092
0,1,60,57,2,1,4,43,0,0,1200,1515,96.04831553347218
5,1,48,48,2,2,3,65,0,0,1200,1487,93.48704311470502
13,5,60,28,2,1,1,35,0,0,1080,1192,91.98129774538643
2,1,36,54,2,1,1,54,0,0,1200,2050,92.91903733654813
1,2,60,53,2,1,3,35,8000,0,1600,2222,89.57793874279803
7,5,60,25,1,1,1,35,28000,0,1100,1338,93.89734703896586
18,6,36,42,1,1,1,35,0,0,700,1380,90.90857580916003
1,1,36,40,4,1,4,79,0,0,400,400,93.03724733455259
2,2,60,42,3,1,4,45,6000,0,650,865,93.179962289352
12,2,48,31,2,1,1,60,5000,0,700,1702,95.90275911780326
7,5,60,30,1,1,1,35,0,0,900,1158,89.1552534409779
18,2,36,41,2,1,1,45,12000,800,900,1607,93.50586393251717
6,2,36,58,2,1,1,60,45000,0,1000,2318,91.04478097502309
10,2,60,50,2,1,1,75,13500,0,1450,1786,91.56555653550886
7,3,48,27,2,1,1,60,800,0,800,1505,97.533069113778
1,5,36,33,2,1,1,35,0,0,600,1580,93.85525969176467
1,2,60,47,4,1,1,35,5000,0,1200,1445,90.18956664634456
16,2,36,30,2,1,1,45,4500,0,800,975,94.09067308554403
10,2,36,49,2,1,3,45,5000,0,800,1150,92.761050196948
11,2,48,53,2,1,1,45,5000,0,1300,1763,95.73571135234172
20,2,48,44,2,1,1,45,3000,0,800,1694,94.19625087025946
1,1,6,34,2,1,3,99,0,0,500,1196,91.41270929701665
13,6,48,40,2,2,3,75,0,0,2300,2750,90.36203919774248
8,5,36,27,1,1,2,35,0,0,225,350,90.65034507202189
1,2,36,38,2,1,3,90,7000,300,1200,1619,90.7201611550882
13,6,60,40,2,1,1,60,0,0,700,1465,89.66805214808451
2,5,60,24,1,1,1,35,0,0,316,1080,92.33173149445786
6,2,48,37,2,1,3,45,15750,3000,2300,2936,93.50853188492317
0,1,60,30,2,1,1,43,0,0,1000,1056,92.89871012665995
8,1,48,44,2,1,1,62,0,0,1000,1387,89.71291174155039
8,3,36,31,2,1,1,60,2000,360,400,450,91.66201404058558
4,6,60,27,2,1,1,35,5000,0,1200,1609,93.01672574215786
7,5,24,31,2,1,3,35,0,0,200,2000,91.25471892298756
3,2,12,28,2,1,1,35,8000,0,1000,2997,94.08374489916905
8,2,36,38,2,1,1,45,23000,0,2800,4400,90.56474807312414
1,5,36,25,1,1,1,35,0,0,750,1366,89.65714288229155
17,2,48,51,2,1,3,35,16000,0,1100,1358,93.81685596139792
3,2,60,36,2,1,1,45,6500,0,1500,2038,92.21020001789104
13,2,48,37,2,1,1,60,5000,0,600,1243,90.6298295719044
9,1,60,37,1,1,1,47,0,0,1600,1800,91.23855120952344
15,2,12,39,2,1,3,60,4000,0,700,1100,92.90560871314007
1,2,60,49,2,1,1,105,47000,0,1400,1601,94.30040375201673
5,3,60,24,1,1,1,35,4000,0,1000,1346,94.4955157896253
5,1,48,36,2,2,3,72,100000,0,775,950,93.22017752006454
0,2,24,33,2,1,2,35,8000,0,500,2700,91.55287915636386
12,2,60,39,2,1,1,45,6000,0,1435,1875,90.7953796404645
14,2,12,41,2,1,3,60,7000,0,500,1253,90.93619108574595
23,2,36,59,2,1,1,35,7000,0,850,1334,89.38364570779764
8,2,48,46,2,1,3,75,7000,0,800,847,93.98675037396256
3,2,60,32,2,1,1,35,9000,2300,1350,1550,91.86550175551221
15,2,60,33,2,1,1,45,3000,0,1200,1323,92.31345275357435
4,2,60,34,2,1,1,45,11000,3700,1300,2060,93.49125219320045
3,6,24,28,1,1,1,35,0,0,800,1750,93.37847736356211
31,2,48,56,2,1,1,35,3000,0,850,928,92.376058045594
11,2,60,45,2,2,1,105,2000,670,1400,2079,92.666529531893
8,2,36,46,2,1,1,35,6000,600,600,1100,93.48805595497619
11,1,60,54,2,1,1,54,0,0,1000,1303,92.23534654094351
21,6,60,43,1,1,1,35,0,0,1000,1338,93.19122418403025
1,2,48,53,2,1,3,35,20000,0,1250,2040,87.59666438662435
0,2,60,43,2,2,1,60,4000,0,1500,1813,96.59201384347907
4,3,36,51,2,1,4,45,4000,108,575,1075,93.24708098603303
14,2,60,34,1,1,1,35,5000,0,1000,1349,92.527060143442
3,5,36,26,2,1,3,35,18000,0,800,1000,94.85639049363303
3,5,18,21,1,2,1,35,0,0,500,1364,94.93164243518814
2,5,60,41,2,2,1,35,0,0,1000,1500,94.978735305307
3,1,36,23,2,1,1,53,0,0,1600,2000,92.29582054826653
10,2,60,27,2,1,3,35,8000,3530,1700,1847,92.62012983045298
26,2,60,56,2,1,1,35,3500,0,1400,1477,93.00591247149382
1,2,60,40,2,1,3,35,6000,4000,1300,1511,94.04738777883631
12,6,60,36,2,2,1,60,0,0,750,790,94.35812751414001
15,1,48,46,2,1,1,57,0,0,1350,1500,92.01041171216652
17,2,6,42,2,1,1,90,10000,0,1000,2626,94.1096637012849
5,4,48,46,2,1,3,75,6000,0,4500,6222,91.5156102557163
6,5,60,23,1,1,1,35,0,0,1332,1332,90.93808990784697
0,2,36,54,2,1,4,60,20000,0,1000,1613,90.53289324869675
10,2,48,38,2,1,1,60,10000,4350,1450,1670,92.67952552809737
10,6,42,26,1,1,1,35,0,0,800,1400,93.87989501535976
2,1,48,33,1,1,2,41,0,0,1230,1515,92.11255900925367
11,2,30,27,2,1,1,45,3500,0,1200,1531,95.39788539652695
1,2,48,25,2,1,2,35,3500,0,890,890,94.08198245489712
16,2,60,32,2,2,1,35,7000,0,1200,1503,91.04144830144665
20,2,24,51,2,1,1,45,10000,0,600,750,96.00056154264114
5,2,48,40,2,2,1,75,20000,100,1200,1800,90.62558685047564
3,2,36,37,2,1,3,35,5000,400,1000,1912,93.28961680049584
13,3,48,36,2,1,1,75,4750,0,1200,1385,91.30393297579054
6,1,60,25,2,1,1,55,0,0,1000,11140,91.60189066790865
11,5,48,28,1,2,1,35,0,0,1100,1370,92.51572698874526
2,2,60,20,1,1,1,35,32000,2000,1500,1599,87.95319345628637
13,1,60,34,2,1,1,65,0,0,1550,2100,94.91289198932176
7,5,24,45,1,1,1,35,0,0,300,600,91.01116013804848
3,1,24,28,2,1,1,80,0,0,100,560,91.56700056043158
3,2,60,27,2,1,3,45,4000,0,1050,1064,91.57078117715653
25,2,60,63,2,1,3,60,10000,0,700,925,90.9486439754602
6,5,60,23,1,1,1,35,0,0,1200,1830,93.06315314679583
3,2,60,26,2,1,3,35,8000,3055,1400,1581,90.88530331048358
2,1,60,41,4,1,1,41,0,0,1000,1189,91.34364306856966
1,5,48,27,1,1,1,35,6000,0,550,818,92.07971463978505
32,2,36,53,2,1,1,35,4000,0,475,550,94.71219510665564
15,5,36,37,2,1,1,75,0,0,800,1479,90.37627813731585
2,6,36,30,1,1,1,35,0,0,950,1316,93.18341762864476
0,2,48,45,2,1,2,35,3000,0,1200,1642,91.27551278178797
10,2,60,39,2,1,3,45,3000,0,1000,1058,90.69688366663065
6,2,36,47,2,1,3,60,10000,0,1200,1974,92.36497980466707
20,1,48,55,2,1,3,51,0,0,1000,1643,93.55597392893596
16,5,60,35,4,1,1,35,0,0,800,1084,92.75267175403097
2,1,36,32,2,1,1,51,0,0,500,615,93.57514757731724
1,6,48,23,1,1,2,35,0,0,1000,1843,93.50236433867695
2,2,60,38,2,2,1,75,13000,5000,1805,1805,92.44294747802616
6,2,60,47,2,1,1,60,5000,0,600,1625,89.60067618594235
8,1,48,33,2,1,1,73,0,0,944,1054,93.50104383984689
10,2,60,33,2,1,3,45,13000,0,1500,2738,93.89734740615708
0,5,36,22,1,1,2,35,3000,0,750,1092,91.2750766011182
15,2,24,64,2,2,3,75,29500,3500,800,1081,90.03597659345516
15,5,48,46,5,1,1,35,0,0,1000,1284,87.20637842072773
1,5,18,23,1,1,2,35,0,0,250,1139,95.53456074473671
